availability_365,City,host_id,host_name,id,last_review,latitude,longitude,minimum_nights,name,neighbourhood_cleansed,number_of_reviews,price,room_type
21,Chicago,422970217,Katy,816568236432439068,2024-09-01,41.906040658974206,-87.67185546826302,1,Hip Wicker Park/Bucktown Chicago!,West Town,11,850.00,Entire home/apt
60,Chicago,314235837,Ginneh,802052397517471268,2024-12-03,41.82778,-87.617747,3,In town Close to it all,Douglas,21,135.00,Entire home/apt
0,Chicago,15900115,Casey,802156212507389800,2025-02-17,41.79126,-87.62173,2,Historic Washington-Hyde Park Greystone,Washington Park,48,,Entire home/apt
0,Chicago,490752114,Sevyn,802348500681906576,2025-02-07,41.93958,-87.66959,1,3BR Beautifully Designed Apt close to Shops,Lake View,94,228.00,Entire home/apt
357,Chicago,21891111,Ming,802414610756875783,2025-02-17,41.84857,-87.68483,5,23rd Pl 2U,Lower West Side,21,35.00,Private room
339,Chicago,21891111,Ming,802443418767093865,2025-02-17,41.8498,-87.68286,5,23rd Pl 3U,Lower West Side,19,35.00,Private room
59,Chicago,431019163,Paul,802832436410862314,2025-03-10,41.88391401385845,-87.62950744358005,1,2 Queen Bedroom in Downton,Loop,141,,Private room
0,Chicago,21891111,Ming,802867835494594998,2024-10-14,41.8486,-87.68324,5,23rd Pl 1U,Lower West Side,15,,Private room
322,Chicago,60325861,Erielle Anne,802996947331300153,2023-03-31,41.86328,-87.65766,32,One bedroom w/ private bathroom,Near West Side,1,40.00,Private room
26,Chicago,333201887,Yanko,816631703010132041,2025-02-26,41.9551851,-87.6694237,2,Cozy Studio near Wrigley field,Lake View,28,76.00,Entire home/apt
0,Chicago,732418,Aymar,816730668430736803,2024-09-28,41.81911,-87.61262,21,Bronzeville 2 bed 1 bath unit!,Grand Boulevard,8,101.00,Entire home/apt
334,Chicago,3230291,David,816790956271021405,2025-02-17,41.94938,-87.67061,2,The Broasis at Wrigley,Lake View,78,186.00,Entire home/apt
1,Chicago,2376962,Samuel,817646634236562901,2024-08-10,41.781399426035165,-87.60068167507012,30,Woodlawn urban studio next to UChicago,Woodlawn,27,119.00,Entire home/apt
343,Chicago,395498979,Milan,803188058217186711,2025-02-11,41.85406901236931,-87.62551252454055,2,McCormick Skyline unit up to 6 guests w Patio/Gym,Near South Side,64,213.00,Entire home/apt
317,Chicago,107434423,Blueground,803386242543628655,2023-11-01,41.8911616,-87.62226299999999,32,"Blueground | Streeterville, gym, nr Riverwalk",Near North Side,1,193.00,Entire home/apt
0,Chicago,264445549,Steven,803574809376297306,2024-03-06,41.95273987365224,-87.65952954958087,32,Catch a Game in Wrigleyville's 3BR - Free Parking,Lake View,48,,Entire home/apt
263,Chicago,31699214,Stephanie,803752866182853089,2024-12-23,41.91007151469078,-87.63185304351522,32,Lofty 1 bedroom in Chicago's Gold Coast,Near North Side,6,239.00,Entire home/apt
0,Chicago,25631907,Aaron,804340058010355222,2025-02-27,41.94997,-87.66394,2,The Bagel Inn - Bright & Modern Wrigleyville 2 Bed,Lake View,106,70.00,Entire home/apt
68,Chicago,157235585,Abia,804355070868142573,2025-03-01,41.99214871572978,-87.77786306163152,2,Luxurious and Chic 3BR between O'Hare and Downtown,Norwood Park,83,111.00,Entire home/apt
332,Chicago,436959191,Yan Na,804698802643794741,2025-01-06,41.84991551488993,-87.63562073177259,1,2F3. W/ Twin Size Bed + Available for Long Term,Armour Square,89,,Private room
48,Chicago,19627895,Carly,817962128383116667,2024-10-07,41.89985,-87.69669,3,Super Sunny Condo in Ukrainian Village!,West Town,9,216.00,Entire home/apt
340,Chicago,436959191,Yan Na,804698810947164247,2025-02-23,41.85005,-87.63539,1,2F2. Full Kitchen + All Essential Amenities,Armour Square,81,37.00,Private room
0,Chicago,173866008,Yashar,805276428251783650,2024-10-20,41.88333,-87.77454,2,Clean and modern Oak Park/Austin apartment,Austin,46,,Entire home/apt
248,Chicago,483075802,Song,805305533860390099,2025-02-10,41.88719,-87.64688,2,Spacious Downtown 3BR with Free Parking,Near West Side,107,267.00,Entire home/apt
278,Chicago,107434423,Blueground,805599838927456688,2024-03-24,41.8945286,-87.63340520000003,32,"Blueground | River N, gym & roof, nr Riverwalk",Near North Side,1,166.00,Entire home/apt
0,Chicago,65135365,Fed,806634866320635265,2024-09-01,41.9697158,-87.7278394,2,Large Private room in Townhouse,Albany Park,23,,Private room
73,Chicago,153282233,Justin,807233671529659173,2025-01-18,41.9458768,-87.6503851,1,Awesome 4-BR/2BA House in the Heart of Wrigley!,Lake View,91,313.00,Entire home/apt
68,Chicago,496914387,Karron,807875149223438312,2025-02-16,41.87155674839788,-87.7297335084374,2,Modern Victorian Haven | 10-Min to Downtown,West Garfield Park,42,79.00,Entire home/apt
221,Chicago,31699214,Stephanie,818042515978491095,2024-09-21,41.91023,-87.63159,32,Multi-Level 2-Bedroom Loft in Gold Coast,Near North Side,2,329.00,Entire home/apt
269,Chicago,34064367,Tim,818332803037862068,2025-03-09,41.961489,-87.690488,2,The Fox Den,Lincoln Square,108,193.00,Entire home/apt
0,Chicago,96730613,Demitri,819654142015953826,2025-03-02,42.0154497,-87.66453299999999,2,Relaxing 2BR Apartment in Lively West Rogers Park,Rogers Park,82,105.00,Entire home/apt
0,Chicago,499555213,Vandance,819679354816985239,2024-12-26,41.890205,-87.661281,2,Your perfect place looks like?,West Town,97,646.00,Entire home/apt
324,Chicago,302156097,Bill,819785499829050358,2024-11-11,42.00262499999999,-87.666,1,Front bedroom: 3 blocks to Loyola U & the lake,Rogers Park,26,80.00,Private room
358,Chicago,395498979,Milan,821114357206992348,2024-12-30,41.85518865829032,-87.62538386431704,2,McCormick 2B/2Ba for up to 8 guests w Opt Parking,Near South Side,34,212.00,Entire home/apt
365,Chicago,430969124,Paz,821652381124820488,2023-08-19,41.78256377777187,-87.72504083812237,32,Cozy 2-Bedrm basement apartment by Midway Airport,West Lawn,2,,Entire home/apt
288,Chicago,334743940,Rashid,821776212486462014,2025-02-10,41.89736,-87.72907,2,Home away from home. Family-oriented neighborhood.,Humboldt Park,59,68.00,Entire home/apt
176,Chicago,490752114,Sevyn,808067261823221295,2025-01-06,42.01558,-87.6646,1,Comfy & Furnished 2BR Apartment with Wi-Fi,Rogers Park,53,85.00,Entire home/apt
365,Chicago,248760412,Cloud9,808108595377919122,2023-02-05,41.8949969,-87.6537109,2,Cloud9| Penthouse for 14ppl |Fulton mkt| The Seven,West Town,1,"1,258.00",Entire home/apt
344,Chicago,395498979,Milan,808910288031913668,2025-03-03,41.855753337435466,-87.62502147550161,2,McCormick 2B/2Ba for up to 8 guests w Opt Parking,Near South Side,41,184.00,Entire home/apt
164,Chicago,39967444,Marrianne,809333652092651306,2024-10-01,41.8376284,-87.61857789999999,3,Spacious Chicago historic home,Douglas,7,,Entire home/apt
0,Chicago,141157234,Tracy,809622218552631721,2024-10-27,41.9446835,-87.65820930000001,2,Chicago Wrigleyville 3-Story Townhouse,Lake View,24,300.00,Entire home/apt
55,Chicago,487321596,Brandy,822354268493840061,2025-03-12,41.82333,-87.633,2,FreeParking/Laundry/BigSpace!/FamilyFun!/GameRoom!,Fuller Park,9,320.00,Entire home/apt
113,Chicago,2863247,Elizabeth,822380676502753162,2025-01-20,41.92499,-87.71955,2,Villa Broms Duplex-Logan Square,Logan Square,47,149.00,Entire home/apt
365,Chicago,177188450,Level,822441825495688392,2024-10-08,41.8913478,-87.6373584,32,Level- Beautiful River North One Bedroom Suite,Near North Side,1,223.00,Entire home/apt
148,Chicago,111062630,Kyriako,822519156174601489,2025-03-09,42.011868,-87.666904,2,"Enticing Getaway Near Beach, Train & Parking Spot",Rogers Park,96,113.00,Entire home/apt
67,Chicago,443717063,Daniel,822574581430147478,2025-01-02,41.9793748,-87.66999899999999,2,Andersonville 2BR Apartment,Edgewater,10,198.00,Entire home/apt
124,Chicago,200912888,Urban Co,810145263361455922,2024-08-18,41.907565669463885,-87.64273762295144,32,Old Town Suite. Six Blocks to Historic Wells St.,Near North Side,1,139.00,Entire home/apt
323,Chicago,370154553,Innesa,810148739110392873,2025-03-05,41.85314,-87.62547,2,McCormick 2br/2ba Oasis Parking/Patio/Gym/sleeps 6,Near South Side,107,,Entire home/apt
340,Chicago,370154553,Innesa,810167168270032999,2025-02-27,41.85496,-87.62514,2,McCormick 2br/2ba Oasis Parking/Patio/Gym/sleeps 6,Near South Side,59,165.00,Entire home/apt
267,Chicago,107434423,Blueground,810644580230760321,2024-07-31,41.8670646,-87.6231114,32,"Blueground | S Loop, pool, bbq & gym, nr park",Near South Side,1,159.00,Entire home/apt
365,Chicago,501371725,Level Chicago,829018133443339150,2023-06-20,41.8882948,-87.6462779,32,Level- New Spacious Deluxe Two Bedroom Suite,Near West Side,1,261.00,Entire home/apt
323,Chicago,500218714,Rosa,822590156223178532,2025-03-06,41.834969,-87.657402,2,"Bridgeport Place -free parking, McCormick-Sox Park",Bridgeport,72,128.00,Entire home/apt
2,Chicago,128625952,Phebe,822653851012929669,2024-09-02,41.96623497440028,-87.71529950698822,3,Lovely 2 bedroom Apartment,Albany Park,13,171.00,Entire home/apt
291,Chicago,63313003,K,822719660459550574,2023-08-19,41.88607,-87.62588,32,Gorgeous NEW 1BR on Michigan Ave,Loop,1,,Entire home/apt
204,Chicago,402497267,Rasheed,822721953820296954,2025-03-12,41.94183,-87.64125,2,Pristine Lakeview| Boystown |Wrigley Haven Chicago,Lake View,81,145.00,Entire home/apt
2,Chicago,237416728,Iva & Darrin,829045348499615956,2023-12-18,41.87722,-87.76242,32,Modern 2 BDRM Apartment in Chicago,Austin,12,82.00,Entire home/apt
89,Chicago,470371846,Jd,829090403466534399,2024-09-02,41.8015265518073,-87.64463660799517,3,Warm bungalow in New City,New City,16,,Entire home/apt
73,Chicago,2421236,Rachel,829897346331499609,2025-02-02,41.79903,-87.59024,2,Modern Family Townhouse,Hyde Park,30,267.00,Entire home/apt
0,Chicago,2548855,Eric,830408376146498740,2023-09-11,41.923640093696704,-87.70648925324969,2,Perfectly Located Logan Square,Logan Square,16,,Entire home/apt
86,Chicago,177526473,Sarah And Drew,822724197395569750,2025-03-10,41.8219346328227,-87.62290288531833,2,Grant Park Experience at Indiana Place,Grand Boulevard,35,181.00,Entire home/apt
37,Chicago,43298553,Aijana,822741493341705998,2024-12-02,41.9451990972299,-87.67913571176786,32,1.5BD|Roomy|Comfy|Roscoe Village apt near Wrigley!,North Center,28,179.00,Entire home/apt
0,Chicago,222031,Peter,823239405203252910,2025-01-02,41.9501804,-87.6541232,3,Cubs Short Stop,Lake View,31,275.00,Entire home/apt
311,Chicago,498303102,Benediht,823273576559656432,2024-11-17,41.96745586548561,-87.70880093687829,1,Spacious 3-bedroom Duplex condo,Albany Park,37,221.00,Entire home/apt
156,Chicago,500363895,Imran,823293874871452265,2025-03-09,41.899689,-87.683544,2,Centrally Located & Bright Apt Close to Downtown,West Town,73,145.00,Entire home/apt
151,Chicago,180004994,Jeanne Marie,823933346092222069,2025-01-02,41.92846,-87.66367,1,Hippie unit,Lincoln Park,45,156.00,Entire home/apt
67,Chicago,24338177,Ari,830469521756465700,2025-03-10,41.97613659330588,-87.66383284072266,3,"Andersonville: 3-bed, 2-bath w/ Dining RM & EZ PKG",Uptown,105,243.00,Entire home/apt
295,Chicago,137495163,David,830486347621437741,2025-01-26,41.8859279,-87.652031,4,Gorgeous West Loop 3 Bedroom Loft,Near West Side,42,449.00,Entire home/apt
276,Chicago,75104964,Eric,831314821531801640,2025-03-09,41.901983,-87.68056419999999,1,Stylish 2BR stunner w/ unbeatable location,West Town,108,182.00,Entire home/apt
193,Chicago,107434423,Blueground,831660569363863566,2023-08-05,41.9937216,-87.6600059,32,"Blueground | Edgewater, gym & lounge, nr red line",Edgewater,1,163.00,Entire home/apt
353,Chicago,361997400,Sergii,832083406902654521,2025-02-11,41.88219,-87.68172,2,Ping-Pong-United Center-KING BED-NO Stairs&Free P,Near West Side,87,227.00,Entire home/apt
358,Chicago,495637904,Lydia,832509225508617765,2025-01-01,41.88600211749608,-87.70569260724702,2,Quaint Queen Room - Near United Center & Downtown!,East Garfield Park,23,52.00,Private room
352,Chicago,495637904,Lydia,832515914377872868,2025-02-01,41.88451146147257,-87.7069805100656,2,Cozy Haven Room - Bedroom Near Downtown!,East Garfield Park,18,53.00,Private room
58,Chicago,92129084,Russell J,824613697329849098,2025-02-23,41.85688,-87.64204,2,Pilsen 8minDowntown 25minORDSelfcheckinWasherDryer,Lower West Side,66,219.00,Entire home/apt
358,Chicago,495637904,Lydia,824899143409141471,2024-10-27,41.88594,-87.70564,2,Stylish Oasis King Room - Near Downtown Chicago!,East Garfield Park,21,58.00,Private room
86,Chicago,27275184,Ditron,825392040226364970,2025-01-01,41.79476,-87.62802,2,The Dearborn Suite 2,Washington Park,39,173.00,Entire home/apt
318,Chicago,75289612,Breana,826169652046388400,2024-11-17,41.8100578232032,-87.61511240490972,2,Luxe Bronzeville condo 15mins to downtown Chicago,Grand Boulevard,17,200.00,Entire home/apt
353,Chicago,496836087,Joseph,826202255500238246,2025-01-19,41.93866,-87.70076,2,Updated Chicago Firefighter 3 bed Retreat-Sleeps 7,Avondale,44,119.00,Entire home/apt
357,Chicago,495637904,Lydia,832521000962952627,2025-02-08,41.88461274007662,-87.70764014467748,2,Vibrant Bohemian Room - Near Downtown Chicago!,East Garfield Park,13,47.00,Private room
312,Chicago,495637904,Lydia,832522640524232781,2025-02-12,41.88683148171242,-87.70586897006149,2,Boho Queen Room - Near Downtown and United Center!,East Garfield Park,20,106.00,Private room
334,Chicago,495637904,Lydia,832524016996416395,2024-11-18,41.884636407143454,-87.7070841658966,2,Bohemian Retreat Room – Near Downtown & UC!,East Garfield Park,17,44.00,Private room
81,Chicago,62837251,Jasa,832664703130948487,2025-02-24,41.68759,-87.66674,1,Private Chicago getaway,Morgan Park,29,83.00,Entire home/apt
182,Chicago,289396383,Matthew,832706625613090818,2025-03-07,41.91290973957,-87.72000541422409,3,"Luxe Ranch & Spa,  Euro Opulence, a 4-Season Oasis",Humboldt Park,82,165.00,Entire home/apt
190,Chicago,25662899,Missy,832728479157812136,2024-12-05,41.8460281,-87.6560033,5,Large private lower level suite,Bridgeport,15,99.00,Entire home/apt
0,Chicago,25561251,Chicago Home Stays,832728983380665683,2024-07-31,41.84002,-87.64878,32,Rear deck. Back yard. Across from park,Bridgeport,1,,Entire home/apt
70,Chicago,48257733,Hayk,826845999960303927,2025-01-20,41.93798919192974,-87.65334205518035,3,The Lighthouse in Lakeview!,Lake View,43,380.00,Entire home/apt
222,Chicago,46429099,Sezgin,826909411087389923,2024-10-01,41.97162,-87.71325,2,Private Master Bedroom | Office | Mini Fridge,Albany Park,14,63.00,Private room
0,Chicago,501363193,Emrah,828223193431882832,2025-02-19,41.9676036491658,-87.65893714703908,10,Private Room-Bathroom in Uptown,Uptown,9,54.00,Private room
268,Chicago,235933961,Belinda Faye,828271247179704213,2024-10-13,41.710857116158486,-87.64712317896202,2,Unique 2-bedroom retreat!,Washington Heights,5,199.00,Entire home/apt
365,Chicago,501371725,Level Chicago,828361734550821101,2023-11-03,41.8882948,-87.6462779,32,Level - Modern Deluxe Studio with Balcony,Near West Side,1,148.00,Entire home/apt
0,Chicago,67561029,Ashley,832769814566740250,2024-12-20,41.8676695,-87.62611919999999,1,The Landing @ South Loop,Loop,82,124.00,Entire home/apt
42,Chicago,391884291,Eric,832777325608001941,2025-03-09,41.8472589083168,-87.65568279518119,2,"Cozy, Quiet, Riverwalk Sanctuary",Bridgeport,100,152.00,Entire home/apt
1,Chicago,361997400,Sergii,832851395489863197,2025-01-31,41.88169,-87.68171,2,KING bed FREE P-Spot EV EZZY Accessible NO stairs,Near West Side,123,292.00,Entire home/apt
245,Chicago,502463353,Orit,833284728623688460,2024-12-22,41.9386314,-87.7025105,3,Spacious 8 BDR + 2 Kitchens + Garage! Sleeps 16!,Avondale,51,436.00,Entire home/apt
329,Chicago,493652748,Andre,834288904236760884,2025-02-23,41.78577629999999,-87.6677831,1,Sensational Retreat/Ideal for longer stays.,West Englewood,67,211.00,Entire home/apt
246,Chicago,427918634,Josh,834625681430286121,2024-10-20,41.89484,-87.66035,1,The Annex,West Town,14,214.00,Entire home/apt
0,Chicago,105709496,Anna,834736167623129016,2024-03-18,41.89642660851316,-87.67453068390698,1,Entire garden unit,West Town,49,,Entire home/apt
0,Chicago,502782253,Armando,834849801853132851,2025-02-24,41.7289475,-87.62203559999999,2,Chatham Beauty,Roseland,24,223.00,Entire home/apt
218,Chicago,48776321,James,834954569986827745,2025-02-17,41.93168275414173,-87.71673093844244,2,"Beautiful 3 bed 2 bath in Avondale, Logan Square",Logan Square,92,111.00,Entire home/apt
0,Chicago,217496099,Majed,834985028869992919,2025-03-03,41.89430896335623,-87.6346377360517,2,Large Chic 2BD/2BA Condo - Free Parking!,Near North Side,112,217.00,Entire home/apt
361,Chicago,85647159,Masato,828415415713677290,2024-11-24,41.83279,-87.68346,30,Gem 3 in McKinley Park Chicago,Mckinley Park,34,48.00,Private room
0,Chicago,157235585,Abia,828417860340180137,2025-01-16,41.99008253714072,-87.77657074392948,2,"Chic 3BR - Historic Haven, Near O’Hare & Downtown",Jefferson Park,53,95.00,Entire home/apt
191,Chicago,8048267,Jamal,835410998810832575,2024-11-10,41.8819315,-87.6527984,10,Swanky West Loop Penthouse,Near West Side,9,251.00,Entire home/apt
174,Chicago,465359046,Mary,835622439521407464,2025-02-09,41.9764716517363,-87.8345174185344,2,Cozy 3 bedroom Apartment - Chicago /O'hare,Norwood Park,48,162.00,Entire home/apt
0,Chicago,98193524,Jeremy,835723640904788938,2025-03-05,41.87301,-87.62656,3,"Dtown Penthouse 11+Parking, Gym, Pvt Patio, Pool",Loop,65,411.00,Entire home/apt
341,Chicago,44427387,Gleatha,836107571644297879,2025-01-02,41.82346542762683,-87.60626148947884,2,Garden Apartment in Gated Home,Oakland,31,119.00,Entire home/apt
51,Chicago,98193524,Jeremy,836112928860519418,2025-02-17,41.87263410927552,-87.62598004507339,2,"DTown Penthouse 2bd +Parking, Gym, Pvt Patio, Pool",Loop,68,370.00,Entire home/apt
102,Chicago,98193524,Jeremy,836120781617232751,2025-01-02,41.87293,-87.62622,32,DTown Penthouse - 4bd/4ba (+Parking + Gym + Pool),Loop,14,909.00,Entire home/apt
1,Chicago,193776367,Joyce,836365710213868889,2024-09-23,41.72179573184061,-87.65990308720104,2,Comfy 4 bedroom family home,Washington Heights,8,234.00,Entire home/apt
0,Chicago,474685383,Derrick,836498950311959624,2024-02-25,41.83346,-87.61772,2,Beautiful Bronzeville Home with Gym & Yard,Douglas,18,,Entire home/apt
255,Chicago,96730613,Demitri,828480276017584508,2025-03-04,41.9626656,-87.7559615,2,Intimate|Cozy|QuaintStudio-3min Montrose BlueLine,Portage Park,46,78.00,Entire home/apt
1,Chicago,501371725,Level Chicago,828949232132275695,2024-07-29,41.8882948,-87.6462779,32,Level Brand New Stylish One Bedroom Suite,Near West Side,1,163.00,Entire home/apt
303,Chicago,22796024,James,836782194065722277,2025-02-17,41.8919196,-87.6290468,4,"50th Floor Mag Mile VIEWS, Balcony, Pool, Gym",Near North Side,36,181.00,Entire home/apt
149,Chicago,241934753,Forest,836887784531029634,2025-02-23,41.9290524,-87.6945362,3,Logan Square Cozy 2BR Basement Apartment,Logan Square,86,123.00,Entire home/apt
277,Chicago,70364892,Sylvia,836990389915065775,2025-02-16,41.85619695848067,-87.66271301070473,2,Cozy Pilsen Depa,Lower West Side,32,117.00,Entire home/apt
